,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,1_task,2_val_acc,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_L0,2_test_acc,2_test_loss
0,1.0,1.0,103,,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,103,1.0,28.0,0.0,resnet50,64.0,0.01,-1.0,None,,,
1,1.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,103,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.9970703125,0.07051979005336761
2,1.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,104,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.330078125,2.2652831077575684
3,1.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,105,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.3291015625,2.137721061706543
4,1.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,106,,,,resnet50,64.0,0.01,-1.0,None,0.0,1.0,0.05984997749328613
5,1.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,107,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.9990234375,0.0752788707613945
6,1.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,108,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.998046875,0.0632258728146553
7,2.0,1.0,103,,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,103,1.0,20.0,0.0,resnet50,64.0,0.01,-1.0,None,,,
8,2.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,103,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.998046875,0.07544028759002686
9,2.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,104,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.3345703184604645,2.2715840339660645
10,2.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,105,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.28886717557907104,2.160835027694702
11,2.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,106,,,,resnet50,64.0,0.01,-1.0,None,0.0,1.0,0.06700161099433899
12,2.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,107,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.9970703125,0.07358478009700775
13,2.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,108,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.9970703125,0.0764695256948471
14,3.0,1.0,103,,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,103,1.0,9.0,0.0,resnet50,64.0,0.01,-1.0,None,,,
15,3.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,103,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.99609375,0.09289216995239258
16,3.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,104,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.3988281190395355,2.134308099746704
17,3.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,105,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.2972656190395355,2.102503776550293
18,3.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,106,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.9990234375,0.085778146982193
19,3.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,107,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.9945312738418579,0.08873362839221954
20,3.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,108,,,,resnet50,64.0,0.01,-1.0,None,0.0,0.9951171875,0.12272079288959503
