,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,1_task,2_val_acc,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_L0,2_test_acc,2_test_loss
0,1.0,1.0,103,,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,103,1.0,13.0,0.0,wideresnet50,32.0,0.01,-1.0,None,,,
1,1.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,103,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,1.0,0.06976595520973206
2,1.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,104,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.2509765625,2.202535390853882
3,1.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,105,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.455078125,2.119483232498169
4,1.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,106,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.9990234375,0.0601639524102211
5,1.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,107,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,1.0,0.06793330609798431
6,1.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,1.0,CVRTDataModule,108,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.9990234375,0.08333954215049744
7,2.0,1.0,103,,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,103,0.7860000133514404,23.0,0.0,wideresnet50,32.0,0.01,-1.0,None,,,
8,2.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,103,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.7841796875,0.522860050201416
9,2.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,104,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.99609375,0.07183879613876343
10,2.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,105,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.2109375,2.16762638092041
11,2.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,106,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.998046875,0.07491542398929596
12,2.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,107,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.9990234375,0.0762881189584732
13,2.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,2.0,CVRTDataModule,108,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.3173828125,1.4449549913406372
14,3.0,1.0,103,,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,103,1.0,13.0,0.0,wideresnet50,32.0,0.01,-1.0,None,,,
15,3.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,103,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.998046875,0.07979436218738556
16,3.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,104,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.4248046875,2.1743927001953125
17,3.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,105,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.296875,2.136557102203369
18,3.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,106,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.9990234375,0.06609796732664108
19,3.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,107,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.998046875,0.07551877200603485
20,3.0,0.0,103,None,/users/mlepori/scratch/Compositional_Subnetworks/Models/wide_resnet50/ConIn_Models/,CNN,3.0,CVRTDataModule,108,,,,wideresnet50,32.0,0.01,-1.0,None,0.0,0.99609375,0.10044512152671814
